asset,strategy_family,applicable,state,reason,required_evidence
EURUSD,SUPPLY_DEMAND,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
EURUSD,LIQUIDITY_STRUCTURE,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
EURUSD,TREND_FOLLOWING,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
EURUSD,MOMENTUM_PULLBACK,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
EURUSD,BREAKOUT_RETEST,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
EURUSD,MEAN_REVERSION,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
EURUSD,VOLATILITY_REGIME,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
EURUSD,SESSION_TIME,True,EXECUTED_TRIGGERED,,M1+ASSET_MARKET_CALENDAR+DST
EURUSD,ORDER_FLOW_MICROSTRUCTURE,True,DATA_GATED,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH
EURUSD,RELATIVE_VALUE_PAIRS,True,EXECUTED_TRIGGERED,,SYNCHRONIZED_PEER_PATHS
EURUSD,INTERMARKET,True,EXECUTED_NO_TRIGGER,,SYNCHRONIZED_CROSS_ASSET+FACTOR_FEEDS
EURUSD,CARRY_VALUE,True,DATA_GATED,RATES+SWAPS+FORWARDS,RATES+SWAPS+FORWARDS
EURUSD,CRYPTO_FUNDING_BASIS,False,NON_NATIVE_FAMILY_GATED,ASSET_CLASS_NOT_NATIVE_FOR_FAMILY,PERP_FUNDING+BASIS+OI+LIQUIDATIONS
EURUSD,EVENT_RESPONSE,True,DATA_GATED,MACRO+CENTRAL_BANK_EVENT_FEED,MACRO+CENTRAL_BANK_EVENT_FEED
EURUSD,ENSEMBLE_REGIME,True,EXECUTED_TRIGGERED,,SURVIVING_FAMILY_SCORES+REGIME_STATE
GBPUSD,SUPPLY_DEMAND,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
GBPUSD,LIQUIDITY_STRUCTURE,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
GBPUSD,TREND_FOLLOWING,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
GBPUSD,MOMENTUM_PULLBACK,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
GBPUSD,BREAKOUT_RETEST,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
GBPUSD,MEAN_REVERSION,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
GBPUSD,VOLATILITY_REGIME,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
GBPUSD,SESSION_TIME,True,EXECUTED_TRIGGERED,,M1+ASSET_MARKET_CALENDAR+DST
GBPUSD,ORDER_FLOW_MICROSTRUCTURE,True,DATA_GATED,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH
GBPUSD,RELATIVE_VALUE_PAIRS,True,EXECUTED_TRIGGERED,,SYNCHRONIZED_PEER_PATHS
GBPUSD,INTERMARKET,True,EXECUTED_NO_TRIGGER,,SYNCHRONIZED_CROSS_ASSET+FACTOR_FEEDS
GBPUSD,CARRY_VALUE,True,DATA_GATED,RATES+SWAPS+FORWARDS,RATES+SWAPS+FORWARDS
GBPUSD,CRYPTO_FUNDING_BASIS,False,NON_NATIVE_FAMILY_GATED,ASSET_CLASS_NOT_NATIVE_FOR_FAMILY,PERP_FUNDING+BASIS+OI+LIQUIDATIONS
GBPUSD,EVENT_RESPONSE,True,DATA_GATED,MACRO+CENTRAL_BANK_EVENT_FEED,MACRO+CENTRAL_BANK_EVENT_FEED
GBPUSD,ENSEMBLE_REGIME,True,EXECUTED_TRIGGERED,,SURVIVING_FAMILY_SCORES+REGIME_STATE
USDJPY,SUPPLY_DEMAND,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
USDJPY,LIQUIDITY_STRUCTURE,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
USDJPY,TREND_FOLLOWING,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
USDJPY,MOMENTUM_PULLBACK,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
USDJPY,BREAKOUT_RETEST,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
USDJPY,MEAN_REVERSION,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
USDJPY,VOLATILITY_REGIME,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
USDJPY,SESSION_TIME,True,EXECUTED_TRIGGERED,,M1+ASSET_MARKET_CALENDAR+DST
USDJPY,ORDER_FLOW_MICROSTRUCTURE,True,DATA_GATED,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH
USDJPY,RELATIVE_VALUE_PAIRS,True,EXECUTED_TRIGGERED,,SYNCHRONIZED_PEER_PATHS
USDJPY,INTERMARKET,True,EXECUTED_NO_TRIGGER,,SYNCHRONIZED_CROSS_ASSET+FACTOR_FEEDS
USDJPY,CARRY_VALUE,True,DATA_GATED,RATES+SWAPS+FORWARDS,RATES+SWAPS+FORWARDS
USDJPY,CRYPTO_FUNDING_BASIS,False,NON_NATIVE_FAMILY_GATED,ASSET_CLASS_NOT_NATIVE_FOR_FAMILY,PERP_FUNDING+BASIS+OI+LIQUIDATIONS
USDJPY,EVENT_RESPONSE,True,DATA_GATED,MACRO+CENTRAL_BANK_EVENT_FEED,MACRO+CENTRAL_BANK_EVENT_FEED
USDJPY,ENSEMBLE_REGIME,True,EXECUTED_TRIGGERED,,SURVIVING_FAMILY_SCORES+REGIME_STATE
AUDUSD,SUPPLY_DEMAND,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
AUDUSD,LIQUIDITY_STRUCTURE,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
AUDUSD,TREND_FOLLOWING,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
AUDUSD,MOMENTUM_PULLBACK,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
AUDUSD,BREAKOUT_RETEST,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
AUDUSD,MEAN_REVERSION,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
AUDUSD,VOLATILITY_REGIME,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
AUDUSD,SESSION_TIME,True,EXECUTED_TRIGGERED,,M1+ASSET_MARKET_CALENDAR+DST
AUDUSD,ORDER_FLOW_MICROSTRUCTURE,True,DATA_GATED,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH
AUDUSD,RELATIVE_VALUE_PAIRS,True,EXECUTED_TRIGGERED,,SYNCHRONIZED_PEER_PATHS
AUDUSD,INTERMARKET,True,EXECUTED_NO_TRIGGER,,SYNCHRONIZED_CROSS_ASSET+FACTOR_FEEDS
AUDUSD,CARRY_VALUE,True,DATA_GATED,RATES+SWAPS+FORWARDS,RATES+SWAPS+FORWARDS
AUDUSD,CRYPTO_FUNDING_BASIS,False,NON_NATIVE_FAMILY_GATED,ASSET_CLASS_NOT_NATIVE_FOR_FAMILY,PERP_FUNDING+BASIS+OI+LIQUIDATIONS
AUDUSD,EVENT_RESPONSE,True,DATA_GATED,MACRO+CENTRAL_BANK_EVENT_FEED,MACRO+CENTRAL_BANK_EVENT_FEED
AUDUSD,ENSEMBLE_REGIME,True,EXECUTED_TRIGGERED,,SURVIVING_FAMILY_SCORES+REGIME_STATE
USDCAD,SUPPLY_DEMAND,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
USDCAD,LIQUIDITY_STRUCTURE,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
USDCAD,TREND_FOLLOWING,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
USDCAD,MOMENTUM_PULLBACK,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
USDCAD,BREAKOUT_RETEST,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
USDCAD,MEAN_REVERSION,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
USDCAD,VOLATILITY_REGIME,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
USDCAD,SESSION_TIME,True,EXECUTED_TRIGGERED,,M1+ASSET_MARKET_CALENDAR+DST
USDCAD,ORDER_FLOW_MICROSTRUCTURE,True,DATA_GATED,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH
USDCAD,RELATIVE_VALUE_PAIRS,True,EXECUTED_TRIGGERED,,SYNCHRONIZED_PEER_PATHS
USDCAD,INTERMARKET,True,EXECUTED_TRIGGERED,,SYNCHRONIZED_CROSS_ASSET+FACTOR_FEEDS
USDCAD,CARRY_VALUE,True,DATA_GATED,RATES+SWAPS+FORWARDS,RATES+SWAPS+FORWARDS
USDCAD,CRYPTO_FUNDING_BASIS,False,NON_NATIVE_FAMILY_GATED,ASSET_CLASS_NOT_NATIVE_FOR_FAMILY,PERP_FUNDING+BASIS+OI+LIQUIDATIONS
USDCAD,EVENT_RESPONSE,True,DATA_GATED,MACRO+CENTRAL_BANK_EVENT_FEED,MACRO+CENTRAL_BANK_EVENT_FEED
USDCAD,ENSEMBLE_REGIME,True,EXECUTED_TRIGGERED,,SURVIVING_FAMILY_SCORES+REGIME_STATE
USDCHF,SUPPLY_DEMAND,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
USDCHF,LIQUIDITY_STRUCTURE,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
USDCHF,TREND_FOLLOWING,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
USDCHF,MOMENTUM_PULLBACK,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
USDCHF,BREAKOUT_RETEST,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
USDCHF,MEAN_REVERSION,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
USDCHF,VOLATILITY_REGIME,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
USDCHF,SESSION_TIME,True,EXECUTED_TRIGGERED,,M1+ASSET_MARKET_CALENDAR+DST
USDCHF,ORDER_FLOW_MICROSTRUCTURE,True,DATA_GATED,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH
USDCHF,RELATIVE_VALUE_PAIRS,True,EXECUTED_TRIGGERED,,SYNCHRONIZED_PEER_PATHS
USDCHF,INTERMARKET,True,EXECUTED_NO_TRIGGER,,SYNCHRONIZED_CROSS_ASSET+FACTOR_FEEDS
USDCHF,CARRY_VALUE,True,DATA_GATED,RATES+SWAPS+FORWARDS,RATES+SWAPS+FORWARDS
USDCHF,CRYPTO_FUNDING_BASIS,False,NON_NATIVE_FAMILY_GATED,ASSET_CLASS_NOT_NATIVE_FOR_FAMILY,PERP_FUNDING+BASIS+OI+LIQUIDATIONS
USDCHF,EVENT_RESPONSE,True,DATA_GATED,MACRO+CENTRAL_BANK_EVENT_FEED,MACRO+CENTRAL_BANK_EVENT_FEED
USDCHF,ENSEMBLE_REGIME,True,EXECUTED_TRIGGERED,,SURVIVING_FAMILY_SCORES+REGIME_STATE
NZDUSD,SUPPLY_DEMAND,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
NZDUSD,LIQUIDITY_STRUCTURE,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
NZDUSD,TREND_FOLLOWING,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
NZDUSD,MOMENTUM_PULLBACK,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
NZDUSD,BREAKOUT_RETEST,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
NZDUSD,MEAN_REVERSION,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
NZDUSD,VOLATILITY_REGIME,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
NZDUSD,SESSION_TIME,True,EXECUTED_TRIGGERED,,M1+ASSET_MARKET_CALENDAR+DST
NZDUSD,ORDER_FLOW_MICROSTRUCTURE,True,DATA_GATED,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH
NZDUSD,RELATIVE_VALUE_PAIRS,True,EXECUTED_TRIGGERED,,SYNCHRONIZED_PEER_PATHS
NZDUSD,INTERMARKET,True,EXECUTED_NO_TRIGGER,,SYNCHRONIZED_CROSS_ASSET+FACTOR_FEEDS
NZDUSD,CARRY_VALUE,True,DATA_GATED,RATES+SWAPS+FORWARDS,RATES+SWAPS+FORWARDS
NZDUSD,CRYPTO_FUNDING_BASIS,False,NON_NATIVE_FAMILY_GATED,ASSET_CLASS_NOT_NATIVE_FOR_FAMILY,PERP_FUNDING+BASIS+OI+LIQUIDATIONS
NZDUSD,EVENT_RESPONSE,True,DATA_GATED,MACRO+CENTRAL_BANK_EVENT_FEED,MACRO+CENTRAL_BANK_EVENT_FEED
NZDUSD,ENSEMBLE_REGIME,True,EXECUTED_TRIGGERED,,SURVIVING_FAMILY_SCORES+REGIME_STATE
EURJPY,SUPPLY_DEMAND,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
EURJPY,LIQUIDITY_STRUCTURE,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
EURJPY,TREND_FOLLOWING,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
EURJPY,MOMENTUM_PULLBACK,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
EURJPY,BREAKOUT_RETEST,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
EURJPY,MEAN_REVERSION,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
EURJPY,VOLATILITY_REGIME,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
EURJPY,SESSION_TIME,True,EXECUTED_TRIGGERED,,M1+ASSET_MARKET_CALENDAR+DST
EURJPY,ORDER_FLOW_MICROSTRUCTURE,True,DATA_GATED,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH
EURJPY,RELATIVE_VALUE_PAIRS,True,EXECUTED_TRIGGERED,,SYNCHRONIZED_PEER_PATHS
EURJPY,INTERMARKET,True,EXECUTED_NO_TRIGGER,,SYNCHRONIZED_CROSS_ASSET+FACTOR_FEEDS
EURJPY,CARRY_VALUE,True,DATA_GATED,RATES+SWAPS+FORWARDS,RATES+SWAPS+FORWARDS
EURJPY,CRYPTO_FUNDING_BASIS,False,NON_NATIVE_FAMILY_GATED,ASSET_CLASS_NOT_NATIVE_FOR_FAMILY,PERP_FUNDING+BASIS+OI+LIQUIDATIONS
EURJPY,EVENT_RESPONSE,True,DATA_GATED,MACRO+CENTRAL_BANK_EVENT_FEED,MACRO+CENTRAL_BANK_EVENT_FEED
EURJPY,ENSEMBLE_REGIME,True,EXECUTED_TRIGGERED,,SURVIVING_FAMILY_SCORES+REGIME_STATE
GBPJPY,SUPPLY_DEMAND,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
GBPJPY,LIQUIDITY_STRUCTURE,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
GBPJPY,TREND_FOLLOWING,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
GBPJPY,MOMENTUM_PULLBACK,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
GBPJPY,BREAKOUT_RETEST,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
GBPJPY,MEAN_REVERSION,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
GBPJPY,VOLATILITY_REGIME,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
GBPJPY,SESSION_TIME,True,EXECUTED_TRIGGERED,,M1+ASSET_MARKET_CALENDAR+DST
GBPJPY,ORDER_FLOW_MICROSTRUCTURE,True,DATA_GATED,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH
GBPJPY,RELATIVE_VALUE_PAIRS,True,EXECUTED_TRIGGERED,,SYNCHRONIZED_PEER_PATHS
GBPJPY,INTERMARKET,True,EXECUTED_NO_TRIGGER,,SYNCHRONIZED_CROSS_ASSET+FACTOR_FEEDS
GBPJPY,CARRY_VALUE,True,DATA_GATED,RATES+SWAPS+FORWARDS,RATES+SWAPS+FORWARDS
GBPJPY,CRYPTO_FUNDING_BASIS,False,NON_NATIVE_FAMILY_GATED,ASSET_CLASS_NOT_NATIVE_FOR_FAMILY,PERP_FUNDING+BASIS+OI+LIQUIDATIONS
GBPJPY,EVENT_RESPONSE,True,DATA_GATED,MACRO+CENTRAL_BANK_EVENT_FEED,MACRO+CENTRAL_BANK_EVENT_FEED
GBPJPY,ENSEMBLE_REGIME,True,EXECUTED_TRIGGERED,,SURVIVING_FAMILY_SCORES+REGIME_STATE
EURGBP,SUPPLY_DEMAND,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
EURGBP,LIQUIDITY_STRUCTURE,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
EURGBP,TREND_FOLLOWING,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
EURGBP,MOMENTUM_PULLBACK,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
EURGBP,BREAKOUT_RETEST,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
EURGBP,MEAN_REVERSION,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
EURGBP,VOLATILITY_REGIME,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
EURGBP,SESSION_TIME,True,EXECUTED_TRIGGERED,,M1+ASSET_MARKET_CALENDAR+DST
EURGBP,ORDER_FLOW_MICROSTRUCTURE,True,DATA_GATED,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH
EURGBP,RELATIVE_VALUE_PAIRS,True,EXECUTED_TRIGGERED,,SYNCHRONIZED_PEER_PATHS
EURGBP,INTERMARKET,True,EXECUTED_NO_TRIGGER,,SYNCHRONIZED_CROSS_ASSET+FACTOR_FEEDS
EURGBP,CARRY_VALUE,True,DATA_GATED,RATES+SWAPS+FORWARDS,RATES+SWAPS+FORWARDS
EURGBP,CRYPTO_FUNDING_BASIS,False,NON_NATIVE_FAMILY_GATED,ASSET_CLASS_NOT_NATIVE_FOR_FAMILY,PERP_FUNDING+BASIS+OI+LIQUIDATIONS
EURGBP,EVENT_RESPONSE,True,DATA_GATED,MACRO+CENTRAL_BANK_EVENT_FEED,MACRO+CENTRAL_BANK_EVENT_FEED
EURGBP,ENSEMBLE_REGIME,True,EXECUTED_TRIGGERED,,SURVIVING_FAMILY_SCORES+REGIME_STATE
AUDJPY,SUPPLY_DEMAND,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
AUDJPY,LIQUIDITY_STRUCTURE,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
AUDJPY,TREND_FOLLOWING,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
AUDJPY,MOMENTUM_PULLBACK,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
AUDJPY,BREAKOUT_RETEST,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
AUDJPY,MEAN_REVERSION,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
AUDJPY,VOLATILITY_REGIME,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
AUDJPY,SESSION_TIME,True,EXECUTED_TRIGGERED,,M1+ASSET_MARKET_CALENDAR+DST
AUDJPY,ORDER_FLOW_MICROSTRUCTURE,True,DATA_GATED,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH
AUDJPY,RELATIVE_VALUE_PAIRS,True,EXECUTED_TRIGGERED,,SYNCHRONIZED_PEER_PATHS
AUDJPY,INTERMARKET,True,EXECUTED_NO_TRIGGER,,SYNCHRONIZED_CROSS_ASSET+FACTOR_FEEDS
AUDJPY,CARRY_VALUE,True,DATA_GATED,RATES+SWAPS+FORWARDS,RATES+SWAPS+FORWARDS
AUDJPY,CRYPTO_FUNDING_BASIS,False,NON_NATIVE_FAMILY_GATED,ASSET_CLASS_NOT_NATIVE_FOR_FAMILY,PERP_FUNDING+BASIS+OI+LIQUIDATIONS
AUDJPY,EVENT_RESPONSE,True,DATA_GATED,MACRO+CENTRAL_BANK_EVENT_FEED,MACRO+CENTRAL_BANK_EVENT_FEED
AUDJPY,ENSEMBLE_REGIME,True,EXECUTED_TRIGGERED,,SURVIVING_FAMILY_SCORES+REGIME_STATE
CADJPY,SUPPLY_DEMAND,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
CADJPY,LIQUIDITY_STRUCTURE,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
CADJPY,TREND_FOLLOWING,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
CADJPY,MOMENTUM_PULLBACK,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
CADJPY,BREAKOUT_RETEST,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
CADJPY,MEAN_REVERSION,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
CADJPY,VOLATILITY_REGIME,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
CADJPY,SESSION_TIME,True,EXECUTED_TRIGGERED,,M1+ASSET_MARKET_CALENDAR+DST
CADJPY,ORDER_FLOW_MICROSTRUCTURE,True,DATA_GATED,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH
CADJPY,RELATIVE_VALUE_PAIRS,True,EXECUTED_TRIGGERED,,SYNCHRONIZED_PEER_PATHS
CADJPY,INTERMARKET,True,EXECUTED_TRIGGERED,,SYNCHRONIZED_CROSS_ASSET+FACTOR_FEEDS
CADJPY,CARRY_VALUE,True,DATA_GATED,RATES+SWAPS+FORWARDS,RATES+SWAPS+FORWARDS
CADJPY,CRYPTO_FUNDING_BASIS,False,NON_NATIVE_FAMILY_GATED,ASSET_CLASS_NOT_NATIVE_FOR_FAMILY,PERP_FUNDING+BASIS+OI+LIQUIDATIONS
CADJPY,EVENT_RESPONSE,True,DATA_GATED,MACRO+CENTRAL_BANK_EVENT_FEED,MACRO+CENTRAL_BANK_EVENT_FEED
CADJPY,ENSEMBLE_REGIME,True,EXECUTED_TRIGGERED,,SURVIVING_FAMILY_SCORES+REGIME_STATE
GBPCHF,SUPPLY_DEMAND,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
GBPCHF,LIQUIDITY_STRUCTURE,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
GBPCHF,TREND_FOLLOWING,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
GBPCHF,MOMENTUM_PULLBACK,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
GBPCHF,BREAKOUT_RETEST,True,EXECUTED_TRIGGERED,,M1_M5_M15_OHLC+SPREAD
GBPCHF,MEAN_REVERSION,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
GBPCHF,VOLATILITY_REGIME,True,EXECUTED_TRIGGERED,,M1_TO_D1_OHLC+SPREAD
GBPCHF,SESSION_TIME,True,EXECUTED_TRIGGERED,,M1+ASSET_MARKET_CALENDAR+DST
GBPCHF,ORDER_FLOW_MICROSTRUCTURE,True,DATA_GATED,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH,BID_ASK_TICKS+SPREAD+OPTIONAL_DEPTH
